Day,Hour,Title,Category,Prompt
26,17,เสือก! ร้านค้าได้เต็ม ผู้ใช้ได้ถูก,Meme,"Call to action, zero-fee branding"
26,18,ลงทุนเกินควร = กำไรเกินควร = เสือก!,News/Trend,"Jibe investor, punchline"
26,19,ค่าอาหาร 100 แต่คุณกิน 75? แม่งอย่าให้ fee กิน,Branding/CTA,"Compare cost, tone เจ็บแสบ"
26,20,CEO บอก user สำคัญ แต่ dashboard กินกำไรเอง,Anti-Investor,Satire CEO / corporate greed
26,21,X platform แม่งคิดค่าธรรมเนียมสูง แค่คิดก็เสือกแล้ว,Marketplace,"Direct, shareable"
26,22,ร้านค้าขายดี = user happy = investorเหงื่อตก,Meme,"Punchline, zero-fee pride"
26,23,ข่าว: Delivery fee พุ่ง 30% คนไทยสะเทือน,News/Trend,"Comment เกาะกระแส, tone เสียดสี"
27,0,ค่า fee แม่งสูงเกินมนุษย์!,Branding/CTA,"ด่า investor/แพลตฟอร์มที่แดกกำไรเกินควร, tone เจ็บแสบ"
27,1,ร้านค้าขาย 100 ได้แค่ 80 แม่งยังคิดว่าโอเค?,Anti-Investor,"เปรียบเทียบค่าธรรมเนียมสูงกับร้านค้า, tone ฮา/จิกกัด"
27,2,คนไทยลำบาก ขณะที่ CEO นอนนับเงิน,Marketplace,"เสียดสีความเหลื่อมล้ำ, punchline shareable"
27,3,Grab แดกค่า fee 25% แต่ก็ไม่มี zero-fee,Meme,"ด่า delivery platform, tone ตรงไปตรงมา"
27,4,ข่าว: สตาร์ทอัพใหม่ เก็บค่า fee แพงอีกแล้ว,News/Trend,"comment เกาะข่าว, tone เสียดสี"
27,5,เสือก! ร้านค้าได้เต็ม ผู้ใช้ได้ถูก,Branding/CTA,"Call to action, zero-fee branding"
27,6,ลงทุนเกินควร = กำไรเกินควร = เสือก!,Anti-Investor,"Jibe investor, punchline"
27,7,ค่าอาหาร 100 แต่คุณกิน 75? แม่งอย่าให้ fee กิน,Marketplace,"Compare cost, tone เจ็บแสบ"
27,8,CEO บอก user สำคัญ แต่ dashboard กินกำไรเอง,Meme,Satire CEO / corporate greed
27,9,X platform แม่งคิดค่าธรรมเนียมสูง แค่คิดก็เสือกแล้ว,News/Trend,"Direct, shareable"
27,10,ร้านค้าขายดี = user happy = investorเหงื่อตก,Branding/CTA,"Punchline, zero-fee pride"
27,11,ข่าว: Delivery fee พุ่ง 30% คนไทยสะเทือน,Anti-Investor,"Comment เกาะกระแส, tone เสียดสี"
27,12,ค่า fee แม่งสูงเกินมนุษย์!,Marketplace,"ด่า investor/แพลตฟอร์มที่แดกกำไรเกินควร, tone เจ็บแสบ"
27,13,ร้านค้าขาย 100 ได้แค่ 80 แม่งยังคิดว่าโอเค?,Meme,"เปรียบเทียบค่าธรรมเนียมสูงกับร้านค้า, tone ฮา/จิกกัด"
27,14,คนไทยลำบาก ขณะที่ CEO นอนนับเงิน,News/Trend,"เสียดสีความเหลื่อมล้ำ, punchline shareable"
27,15,Grab แดกค่า fee 25% แต่ก็ไม่มี zero-fee,Branding/CTA,"ด่า delivery platform, tone ตรงไปตรงมา"
27,16,ข่าว: สตาร์ทอัพใหม่ เก็บค่า fee แพงอีกแล้ว,Anti-Investor,"comment เกาะข่าว, tone เสียดสี"
27,17,เสือก! ร้านค้าได้เต็ม ผู้ใช้ได้ถูก,Marketplace,"Call to action, zero-fee branding"
27,18,ลงทุนเกินควร = กำไรเกินควร = เสือก!,Meme,"Jibe investor, punchline"
27,19,ค่าอาหาร 100 แต่คุณกิน 75? แม่งอย่าให้ fee กิน,News/Trend,"Compare cost, tone เจ็บแสบ"
27,20,CEO บอก user สำคัญ แต่ dashboard กินกำไรเอง,Branding/CTA,Satire CEO / corporate greed
27,21,X platform แม่งคิดค่าธรรมเนียมสูง แค่คิดก็เสือกแล้ว,Anti-Investor,"Direct, shareable"
27,22,ร้านค้าขายดี = user happy = investorเหงื่อตก,Marketplace,"Punchline, zero-fee pride"
27,23,ข่าว: Delivery fee พุ่ง 30% คนไทยสะเทือน,Meme,"Comment เกาะกระแส, tone เสียดสี"
28,0,ค่า fee แม่งสูงเกินมนุษย์!,News/Trend,"ด่า investor/แพลตฟอร์มที่แดกกำไรเกินควร, tone เจ็บแสบ"
28,1,ร้านค้าขาย 100 ได้แค่ 80 แม่งยังคิดว่าโอเค?,Branding/CTA,"เปรียบเทียบค่าธรรมเนียมสูงกับร้านค้า, tone ฮา/จิกกัด"
28,2,คนไทยลำบาก ขณะที่ CEO นอนนับเงิน,Anti-Investor,"เสียดสีความเหลื่อมล้ำ, punchline shareable"
28,3,Grab แดกค่า fee 25% แต่ก็ไม่มี zero-fee,Marketplace,"ด่า delivery platform, tone ตรงไปตรงมา"
28,4,ข่าว: สตาร์ทอัพใหม่ เก็บค่า fee แพงอีกแล้ว,Meme,"comment เกาะข่าว, tone เสียดสี"
28,5,เสือก! ร้านค้าได้เต็ม ผู้ใช้ได้ถูก,News/Trend,"Call to action, zero-fee branding"
28,6,ลงทุนเกินควร = กำไรเกินควร = เสือก!,Branding/CTA,"Jibe investor, punchline"
28,7,ค่าอาหาร 100 แต่คุณกิน 75? แม่งอย่าให้ fee กิน,Anti-Investor,"Compare cost, tone เจ็บแสบ"
28,8,CEO บอก user สำคัญ แต่ dashboard กินกำไรเอง,Marketplace,Satire CEO / corporate greed
28,9,X platform แม่งคิดค่าธรรมเนียมสูง แค่คิดก็เสือกแล้ว,Meme,"Direct, shareable"
28,10,ร้านค้าขายดี = user happy = investorเหงื่อตก,News/Trend,"Punchline, zero-fee pride"
28,11,ข่าว: Delivery fee พุ่ง 30% คนไทยสะเทือน,Branding/CTA,"Comment เกาะกระแส, tone เสียดสี"
28,12,ค่า fee แม่งสูงเกินมนุษย์!,Anti-Investor,"ด่า investor/แพลตฟอร์มที่แดกกำไรเกินควร, tone เจ็บแสบ"
28,13,ร้านค้าขาย 100 ได้แค่ 80 แม่งยังคิดว่าโอเค?,Marketplace,"เปรียบเทียบค่าธรรมเนียมสูงกับร้านค้า, tone ฮา/จิกกัด"
28,14,คนไทยลำบาก ขณะที่ CEO นอนนับเงิน,Meme,"เสียดสีความเหลื่อมล้ำ, punchline shareable"
28,15,Grab แดกค่า fee 25% แต่ก็ไม่มี zero-fee,News/Trend,"ด่า delivery platform, tone ตรงไปตรงมา"
28,16,ข่าว: สตาร์ทอัพใหม่ เก็บค่า fee แพงอีกแล้ว,Branding/CTA,"comment เกาะข่าว, tone เสียดสี"
28,17,เสือก! ร้านค้าได้เต็ม ผู้ใช้ได้ถูก,Anti-Investor,"Call to action, zero-fee branding"
28,18,ลงทุนเกินควร = กำไรเกินควร = เสือก!,Marketplace,"Jibe investor, punchline"
28,19,ค่าอาหาร 100 แต่คุณกิน 75? แม่งอย่าให้ fee กิน,Meme,"Compare cost, tone เจ็บแสบ"
28,20,CEO บอก user สำคัญ แต่ dashboard กินกำไรเอง,News/Trend,Satire CEO / corporate greed
28,21,X platform แม่งคิดค่าธรรมเนียมสูง แค่คิดก็เสือกแล้ว,Branding/CTA,"Direct, shareable"
28,22,ร้านค้าขายดี = user happy = investorเหงื่อตก,Anti-Investor,"Punchline, zero-fee pride"
28,23,ข่าว: Delivery fee พุ่ง 30% คนไทยสะเทือน,Marketplace,"Comment เกาะกระแส, tone เสียดสี"
29,0,ค่า fee แม่งสูงเกินมนุษย์!,Meme,"ด่า investor/แพลตฟอร์มที่แดกกำไรเกินควร, tone เจ็บแสบ"
29,1,ร้านค้าขาย 100 ได้แค่ 80 แม่งยังคิดว่าโอเค?,News/Trend,"เปรียบเทียบค่าธรรมเนียมสูงกับร้านค้า, tone ฮา/จิกกัด"
29,2,คนไทยลำบาก ขณะที่ CEO นอนนับเงิน,Branding/CTA,"เสียดสีความเหลื่อมล้ำ, punchline shareable"
29,3,Grab แดกค่า fee 25% แต่ก็ไม่มี zero-fee,Anti-Investor,"ด่า delivery platform, tone ตรงไปตรงมา"
29,4,ข่าว: สตาร์ทอัพใหม่ เก็บค่า fee แพงอีกแล้ว,Marketplace,"comment เกาะข่าว, tone เสียดสี"
29,5,เสือก! ร้านค้าได้เต็ม ผู้ใช้ได้ถูก,Meme,"Call to action, zero-fee branding"
29,6,ลงทุนเกินควร = กำไรเกินควร = เสือก!,News/Trend,"Jibe investor, punchline"
29,7,ค่าอาหาร 100 แต่คุณกิน 75? แม่งอย่าให้ fee กิน,Branding/CTA,"Compare cost, tone เจ็บแสบ"
29,8,CEO บอก user สำคัญ แต่ dashboard กินกำไรเอง,Anti-Investor,Satire CEO / corporate greed
29,9,X platform แม่งคิดค่าธรรมเนียมสูง แค่คิดก็เสือกแล้ว,Marketplace,"Direct, shareable"
29,10,ร้านค้าขายดี = user happy = investorเหงื่อตก,Meme,"Punchline, zero-fee pride"
29,11,ข่าว: Delivery fee พุ่ง 30% คนไทยสะเทือน,News/Trend,"Comment เกาะกระแส, tone เสียดสี"
29,12,ค่า fee แม่งสูงเกินมนุษย์!,Branding/CTA,"ด่า investor/แพลตฟอร์มที่แดกกำไรเกินควร, tone เจ็บแสบ"
29,13,ร้านค้าขาย 100 ได้แค่ 80 แม่งยังคิดว่าโอเค?,Anti-Investor,"เปรียบเทียบค่าธรรมเนียมสูงกับร้านค้า, tone ฮา/จิกกัด"
29,14,คนไทยลำบาก ขณะที่ CEO นอนนับเงิน,Marketplace,"เสียดสีความเหลื่อมล้ำ, punchline shareable"
29,15,Grab แดกค่า fee 25% แต่ก็ไม่มี zero-fee,Meme,"ด่า delivery platform, tone ตรงไปตรงมา"
29,16,ข่าว: สตาร์ทอัพใหม่ เก็บค่า fee แพงอีกแล้ว,News/Trend,"comment เกาะข่าว, tone เสียดสี"
29,17,เสือก! ร้านค้าได้เต็ม ผู้ใช้ได้ถูก,Branding/CTA,"Call to action, zero-fee branding"
29,18,ลงทุนเกินควร = กำไรเกินควร = เสือก!,Anti-Investor,"Jibe investor, punchline"
29,19,ค่าอาหาร 100 แต่คุณกิน 75? แม่งอย่าให้ fee กิน,Marketplace,"Compare cost, tone เจ็บแสบ"
29,20,CEO บอก user สำคัญ แต่ dashboard กินกำไรเอง,Meme,Satire CEO / corporate greed
29,21,X platform แม่งคิดค่าธรรมเนียมสูง แค่คิดก็เสือกแล้ว,News/Trend,"Direct, shareable"
29,22,ร้านค้าขายดี = user happy = investorเหงื่อตก,Branding/CTA,"Punchline, zero-fee pride"
29,23,ข่าว: Delivery fee พุ่ง 30% คนไทยสะเทือน,Anti-Investor,"Comment เกาะกระแส, tone เสียดสี"
30,0,ค่า fee แม่งสูงเกินมนุษย์!,Marketplace,"ด่า investor/แพลตฟอร์มที่แดกกำไรเกินควร, tone เจ็บแสบ"
30,1,ร้านค้าขาย 100 ได้แค่ 80 แม่งยังคิดว่าโอเค?,Meme,"เปรียบเทียบค่าธรรมเนียมสูงกับร้านค้า, tone ฮา/จิกกัด"
30,2,คนไทยลำบาก ขณะที่ CEO นอนนับเงิน,News/Trend,"เสียดสีความเหลื่อมล้ำ, punchline shareable"
30,3,Grab แดกค่า fee 25% แต่ก็ไม่มี zero-fee,Branding/CTA,"ด่า delivery platform, tone ตรงไปตรงมา"
30,4,ข่าว: สตาร์ทอัพใหม่ เก็บค่า fee แพงอีกแล้ว,Anti-Investor,"comment เกาะข่าว, tone เสียดสี"
30,5,เสือก! ร้านค้าได้เต็ม ผู้ใช้ได้ถูก,Marketplace,"Call to action, zero-fee branding"
30,6,ลงทุนเกินควร = กำไรเกินควร = เสือก!,Meme,"Jibe investor, punchline"
30,7,ค่าอาหาร 100 แต่คุณกิน 75? แม่งอย่าให้ fee กิน,News/Trend,"Compare cost, tone เจ็บแสบ"
30,8,CEO บอก user สำคัญ แต่ dashboard กินกำไรเอง,Branding/CTA,Satire CEO / corporate greed
30,9,X platform แม่งคิดค่าธรรมเนียมสูง แค่คิดก็เสือกแล้ว,Anti-Investor,"Direct, shareable"
30,10,ร้านค้าขายดี = user happy = investorเหงื่อตก,Marketplace,"Punchline, zero-fee pride"
30,11,ข่าว: Delivery fee พุ่ง 30% คนไทยสะเทือน,Meme,"Comment เกาะกระแส, tone เสียดสี"
30,12,ค่า fee แม่งสูงเกินมนุษย์!,News/Trend,"ด่า investor/แพลตฟอร์มที่แดกกำไรเกินควร, tone เจ็บแสบ"
30,13,ร้านค้าขาย 100 ได้แค่ 80 แม่งยังคิดว่าโอเค?,Branding/CTA,"เปรียบเทียบค่าธรรมเนียมสูงกับร้านค้า, tone ฮา/จิกกัด"
30,14,คนไทยลำบาก ขณะที่ CEO นอนนับเงิน,Anti-Investor,"เสียดสีความเหลื่อมล้ำ, punchline shareable"
30,15,Grab แดกค่า fee 25% แต่ก็ไม่มี zero-fee,Marketplace,"ด่า delivery platform, tone ตรงไปตรงมา"
30,16,ข่าว: สตาร์ทอัพใหม่ เก็บค่า fee แพงอีกแล้ว,Meme,"comment เกาะข่าว, tone เสียดสี"
30,17,เสือก! ร้านค้าได้เต็ม ผู้ใช้ได้ถูก,News/Trend,"Call to action, zero-fee branding"
30,18,ลงทุนเกินควร = กำไรเกินควร = เสือก!,Branding/CTA,"Jibe investor, punchline"
30,19,ค่าอาหาร 100 แต่คุณกิน 75? แม่งอย่าให้ fee กิน,Anti-Investor,"Compare cost, tone เจ็บแสบ"
30,20,CEO บอก user สำคัญ แต่ dashboard กินกำไรเอง,Marketplace,Satire CEO / corporate greed
30,21,X platform แม่งคิดค่าธรรมเนียมสูง แค่คิดก็เสือกแล้ว,Meme,"Direct, shareable"
30,22,ร้านค้าขายดี = user happy = investorเหงื่อตก,News/Trend,"Punchline, zero-fee pride"
30,23,ข่าว: Delivery fee พุ่ง 30% คนไทยสะเทือน,Branding/CTA,"Comment เกาะกระแส, tone เสียดสี"
